,count,hate_speech,offensive_language,neither,class,tweet
4248,3,0,3,0,1,@LeMochaMojito bitch bye.
4249,6,1,5,0,1,@LeMochaMojito bitch who is you?
4250,6,0,6,0,1,@Leelucas_ &#128514;&#128514;&#128514;&#128128;&#128128; alright nah bitch you want play on Twitter.
4251,3,0,3,0,1,@Leelucas_ &amp; you got cancer hoe
4252,3,0,3,0,1,@Leelucas_ @prettykells bitch you didn't feed me. You asked my to buy you a burger &#128514;&#128514;&#128128;
4253,3,1,2,0,1,@Leelucas_ bitch nobody want you
4254,3,0,3,0,1,@Leelucas_ bitch that's why I'm bouta go to waffle
4255,3,0,3,0,1,@Leelucas_ bitch you not coming http://t.co/xdCuuSBa2F
4256,3,0,3,0,1,@LegoHeeadd I read that in his voice like a hoe&#128514;
4257,3,0,3,0,1,@LegsForDayyys fml both or half breed ex at the gym. Ugh
4258,3,0,3,0,1,@LeighKillian Nice pussy.
4259,3,0,3,0,1,@Leslieeeixta @LettyGuerrero3 haha Noo bitch now! &#128071; stop playing games hoe! &#128517;&#128514;
4260,3,0,3,0,1,@LessonswithKate - I'm jst fckn w/ you.&#128514; I've always wanted to jigg hella good too. we jst not wild enough to be in the circle cuz.&#128557;
4261,3,1,2,0,1,@LexiLanxon ratchet white trash
4262,3,0,3,0,1,@LexiLuckerSykes some white bitch on Facebook lol
4263,3,0,3,0,1,@LiamGeraldShone @AranNicolWHUFC @DSaend get a real hair cut faggot. I served my country in the Marines for 8 years. What have u done.
4264,3,0,3,0,1,@LiamGeraldShone @AranNicolWHUFC @DSaend ur a fucking half breed dog. Stop acting.
4265,3,0,3,0,1,@LickMyWhooooop @JustDoItSlow yall playful don't come dumb hoes
4266,3,0,2,1,1,@LikeWhatYouSEA booty wop sided as hell
4267,3,0,3,0,1,@LilKev_J pussy
4268,3,1,2,0,1,@LilMrsSpiffy they bout to try and hoe you next
4269,3,0,3,0,1,@LilReese300 what are you doing up right now Tavares. Kickin my bitch to curb for being too dramatic again?
4270,3,0,3,0,1,"@LilTunechi reason for why he only rap about pussy... "" What am I supposed to talk about?"" smh 
How bout you make music that ain't NEGATIVE!"
4271,3,0,3,0,1,"@Lillian__Taylor I'm apparently the ""Good Luck Chuck"" of bitches. -.-"
4272,3,0,2,1,1,@LimitlessMudi @YoDeddyUgly Y'all both trash
4273,3,0,3,0,1,@Lion_of_Gray @roodawg1971 @mrfayoh @khanye_s @sas2afoundation here's my opinion on the matter..... She's a cunt.
4274,3,0,2,1,1,"@LisaDeP Well, wouldn't coast YOU that much but I don't see you going bass fishing with a bunch of rich rednecks either."
4275,3,1,2,0,1,@Lissette__glz @joshmtz1199 you hoes ain't loyal &#128075;
4276,3,0,3,0,1,@ListsBlackTwit @iH8TvvitterHoes @Rosaalbae nigga caping for the bitch like we haven't all seen her nudes already.. What does he want tf
4277,3,0,3,0,1,@LittlGfunk &#128575;pussy whipped
4278,3,1,2,0,1,@LittleNamms @karon_avila She doin homework you jiggaboo. Let her be
4279,3,0,3,0,1,@LittleNamms Nigga what. 11-5 without a warm up and you traveled like a bitch
4280,3,0,2,1,1,@LittleNamms stick to the court hoe
4281,3,0,3,0,1,@LittlecBeadles bitch follow me
4282,3,0,3,0,1,"@Liveitupjersey @BellaaFoxx I hope so, the bitch was annoying! I think, she thought she was smart or something!"
4283,3,0,3,0,1,@Liveitupjersey @D_Cassandra_D @bad_boy_six LOL! That was a cyber bitch slap for sure!
4284,6,0,6,0,1,"@Liveitupjersey @ccass357 &lt;&lt; Where'd you go big mouth bitch?
Busy Choking on that Cock I told you to find?"
4285,3,0,3,0,1,"@Liveitupjersey Breeding a Nation of Pussies, now how the hell is a Man, a Man...IF HE's A PUSSY!
I'm concerned, WE have pussies &amp; psycho's!"
4286,6,0,6,0,1,"@Liveitupjersey yeah, I seen you tweet about bitch &amp; block. I used it...it fits!"
4287,6,2,4,0,1,"@Liveitupjersey yeah...I try NOT to follow them ZULU looking bitches. 
#muslims FLAT OUT NO WAY!
I use my sheets on my bed, NOT MY HEAD!"
4288,3,0,3,0,1,@LlishaH LOL! It's an acronym for: that hoe over there.
4289,3,0,3,0,1,@LoVeZanda so everybody knw I mis-spell shit &#128514;... ion proof read shit!!! let ah bitch call me dumb ima back dey ass up &#128526;
4290,3,0,2,1,1,@LobstrThinkTank but bitch nobody was wanting your ass. U assumed that cuz u let dogs run up in yo filth &amp; u think i want some of it...NOT!
4291,3,0,3,0,1,"@LongLiveChris__ @Marvelcomicswag but S
HE got a pussy now which makes him a her. And she's bad. So.."
4292,3,0,3,0,1,@LongLiveChris__: Atlanta niggas* @NerdLifeThuggin: Bay niggas gotta chill. RT @LawTooRaw: I'm shitting on you hoes. http://t.co/XA5INg0sc6
4293,3,0,3,0,1,@Lord_Fernandooo stfu nigguh I've been reading the manga for the longest and you know that
4294,3,0,3,0,1,@LornaLovesMatt @delon03 @aaryneliza poor poor parker has nothing...without aaryn 2 bitch about no 1 would even know he was around a looser
4295,6,0,6,0,1,@LouieVRee @TehReelHov dat bitch a tampon
4296,3,0,3,0,1,"@Lov3Tadaisha &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; I gotta keep my ""hoes"" on private."
4297,3,0,3,0,1,@LovelyAumeri I thought you was talm bout the school wifi I was gon say all you had to do was ask a bitch &#128514;&#128557;
4298,9,1,8,0,1,@LowworldsFinest @1stblock_thomas man y'all niggas chill man I'm High af tho . Y'all niggas ain't even tell me who the hoe is &#128564;&#9995;
4299,3,0,3,0,1,@Luis3Baez belle bitch?
4300,3,0,2,1,1,@LukeTheTruth you went IIIIIIINNNNNN on this hoe bro!!! http://t.co/MH46XxNU0n
4301,3,0,2,1,1,@Lunatic_times omg my mom did it on Christmas once if I hadn't been the hostess that year I would've slit her throat
4302,3,0,3,0,1,@LupeFiasco You and @TalibKweli should name a group called MOB - Moaning old bitches
4303,3,1,2,0,1,"@LupeFiasco shut the fuck up you cry baby, all you do is bitch and whine about life, shits retarded."
4304,3,1,2,0,1,@LupeFiasco uh oh its 9/11 what you gonna preach and cry about today faggot.
4305,3,1,2,0,1,@Lurk_God fag
4306,3,1,2,0,1,@Lvl_7_Eevee fake niggah! They fake!
4307,3,0,3,0,1,@LymManny_ shit gettin money fuckin hoes uk how dat go lmaooooo
4308,3,0,3,0,1,@LynkinTheDog doesn't wife these bitches http://t.co/TVRCzo99oe
4309,3,0,3,0,1,@MANIAC3X @elchavaloko he seems like a weak faggot so probably yea
4310,3,1,2,0,1,@MANIAC3X I almost have enough rank to buy some stuff from the purple bitch. What should I buy from the exotic guy?
4311,3,1,2,0,1,@MANIAC3X buck beaners &amp; security started pushing him &amp; that jetsgreen faggot around
4312,3,0,3,0,1,@MARCO_naw_POLO Slutty ass dykes
4313,3,0,3,0,1,@MFoani_24 nigga yes you do! Take me on a ride in that bitch pleaseee
4314,3,0,3,0,1,@MIKEB_IN_THE_D free world bitch
4315,3,0,3,0,1,@MIKEB_IN_THE_D rams are for fags
4316,3,0,3,0,1,"@MIKEB_IN_THE_D you don't want to battle, you shook cause ain't no such things as half way crooks ....bitch"
4317,3,0,3,0,1,"@MIKEB_IN_THE_D you're still a free world bitch , don't deserve your 313 area code !"
4318,3,1,2,0,1,@MIKEYMIKEROWAVE @SNEAKERLUKE @wojtata @JoeCushKush yeah I like them too but Im not annoying ass bitch about it. Support them but dont bitch
4319,3,1,2,0,1,@MLG_POLLUTE I'm gonna tell my friend not to buy your scuf now dumb chink frail pussy
4320,3,0,3,0,1,@MOLLYx__ use coconut oil faggot
4321,3,0,3,0,1,@MONiiEROZAY this shit sorry than a hoe
4322,3,0,3,0,1,@MSoltan18 @KoredeB9 the witches took them hoe
4323,3,0,2,1,1,@MSoltan18 @Matt_Simonson @KoredeB9 nvm thought we were talking fifa sorry matt you're not trash at zombies
4324,3,0,3,0,1,@MTBornnard it's got good mojo for sure. Paybacks a bitch
4325,3,0,3,0,1,@M_Carbonaro Nice pussy.
4326,3,0,3,0,1,"@M_Talleywacker miss you ya fucker, send me a txt every now and again like ya used to all ill do the same ya twat :p"
4327,3,0,3,0,1,@M_Talleywacker yes. Touch my bitch? Get ya shit knocked
4328,3,0,3,0,1,@MacMiller lucky as bitch ft. Juicy J
4329,3,1,2,0,1,@MackWop u aint bout it wop
4330,3,0,3,0,1,@MadameCrystalB stop calling her a bitch *crystal voice*
4331,3,0,3,0,1,@MadameCrystalB yes bitch. &#128528;&#128514;
4332,3,0,3,0,1,@MadameCurry_ what kind of hoe are you dressing up as?
4333,3,0,3,0,1,@MadeMyselfHER eeeeeeeee you got the hoes
4334,3,0,3,0,1,@Mahdyymahd @SoftestMuffin @_tee13 @TorahBlaze like the cure time when u shut da fuck up from gettin in other folks bizness like a lil bitch
4335,6,1,4,1,1,@MakEitSndGoOd @Fewjr we block us then and see what happens. You think we on ya high yellow ass now. Just watch
4336,3,0,3,0,1,@MakeSamProud : stfu hoe &#128514;&#128514;&#128514;
4337,3,1,2,0,1,@Mal_DaGladiator bitch fuck you get out my mentions malzeno!
4338,3,0,2,1,1,@ManBearDrgn would be funnier if America and not pussy Canada.
4339,3,0,3,0,1,@Mana_Lynn I smiled first and then you mugged . So of course ima mugg back. Can't bitch out lol
4340,3,0,3,0,1,@MannyPacquiao thank you for proving my bitch ass wrong tonight.
4341,3,0,3,0,1,@MarcSesslerNFL ya 5 games are you a retard?
4342,3,0,2,1,1,"@MarcSx9 lmaooo dj&#8217;s stranger danger, im just a coon."
4343,3,1,2,0,1,@Marcfoor4 @_Maniac_Mind_ Am not down with gay shit u better ask my bitch
4344,3,0,3,0,1,@Marcfoor4 bitch you can get to.
4345,3,1,2,0,1,@Marcfoor4 bring yo bitch ass whith em jump in want to and get yo ass beat up
4346,6,1,5,0,1,@Marco_SharkHoes hoe I'm at work til like 8
4347,3,0,3,0,1,@Marco_Spatula stop looking porn fag
4348,3,0,3,0,1,@Maria_DeAmor bitch I told you to hit me when you got back
4349,3,0,3,0,1,@Mariamyepii cuz bitches love cheesy
4350,3,1,2,0,1,@MaricelaBela stop being bitchy bitch
4351,3,0,3,0,1,@Marilyn_Munster Ha!!!! The shyt niggas tell hoes 2 ho wanna be more...
4352,3,0,3,0,1,@MarioOlvera94 follow me bitch lol u too good to follow back ha ha
4353,3,1,2,0,1,"@MarkUdall2014 just got his pussy kicked, he's out, done, @CoryGardner wins, per Fox News.... #Election2014 #tcot #gop #teaparty #p2"
4354,3,0,2,1,1,"@MarketWiseNick In many areas has that look, but need to see bean count-said it before, beans are a bitch-tend to do what you don't expect"
4355,3,0,3,0,1,@Marlin_FishyAss was like @SE__DoM had some gas cause I hit that bitch one time and ended up talkin shit all night bitch was fried &#128514;
4356,3,1,2,0,1,"@Marlon_N_Gaines I am brown, while you are black and ignorant, your stupidity makes me sick, typical thug looking nigger."
4357,3,0,3,0,1,@MarsDaBlackman thats why the hoes love her...they can relate to being lonely &amp; depressed lol
4358,4,0,4,0,1,"@MarshallSOTS It's @JakeEye3 's favorite fucking jam! I haven't seen it, but judging by there being a little girl in it, it's probably trash"
4359,3,0,3,0,1,@MarshallSOTS you tryna say I'm a pussy? Of course I'm tryna slam. I ain't no pussy duuuuuuu
4360,3,0,3,0,1,@MartyMard keep ya draws on hoe!!
4361,3,0,3,0,1,@Matt_Schiffer @TCOBryce nah its bc I'm a bad bitch
4362,3,0,3,0,1,@Mattyfatass pussy
4363,3,0,3,0,1,@Mattyfatass pussy shit
4364,3,0,3,0,1,"@Mawdern here it's a ""wtf dude are you fucking retarded"""
4365,3,0,3,0,1,@MaxDeLaCruz8 thx hoe
4366,3,1,2,0,1,@MaxOn_MaxOff5 Your a dirty cunt mate lol #missingtheaussies
4367,3,0,3,0,1,@Max_Kellerman if it were close than we could bitch but that was going on 10 to zip on scorecards ... Rightful mercy stoppage
4368,3,1,2,0,1,"@Maxin_Betha yea, it looks fag-like"
4369,3,1,2,0,1,@Maxwell_Larsen @MicTorrance suck my dick you cunts
4370,3,0,3,0,1,@Maxwell_Larsen good bitch &#128527;
4371,3,0,3,0,1,@McwilliamsBrett ayyy tell that bitch in your avi she needs fix a flat for dat flat ass&#128527;
4372,3,0,3,0,1,@Me_NOindirect bitch fuck you!! You cut off until I get my snacks from fat boys !
4373,3,0,2,1,1,@Me_NOindirect bitch stop harassing me!!!!!!!
4374,3,0,3,0,1,@MeecheBadass you killed that hoe
4375,3,0,3,0,1,@Meeeesh1395 @Ajbernal17 bitch im always out
4376,3,0,3,0,1,@Meeeesh1395 damn makin bitches jealous in reality &amp; Twitter/facebook. Prolly mad bc if her pic was posted it wouldnt be taken as a joke! &#128514;
4377,3,0,3,0,1,@Meeeesh1395 my fuckin mom is a bitch. Like she aint even payin for it. Dylan is and he said its fine.
4378,3,1,2,0,1,@MeekMill u really got these coons out here dreaming
4379,3,0,3,0,1,"@MeeshDC how is it fucked up, you fucking retard? condemning Ray Rice, yet supporting Chris Brown, who's a women abuser. that's logical?"
4380,3,0,3,0,1,@MelissaStetten Lovin' all the pussy pics
4381,3,1,2,0,1,@MergardOlivia &#128539;&#128539;&#128539; yaaaas bitch
4382,3,0,3,0,1,@Meshia_Tweets oh bitch you toooo far!
4383,3,0,3,0,1,@MethNotWeed bitch look homeless and u say meth not weed ur a fucking discrimination to American but enough of the bull shit what up fuk boy
4384,3,1,2,0,1,@MichaelFraughto haha faggot
4385,3,0,3,0,1,@MichaelGT03 little bitch
4386,3,0,2,1,1,@MichaelSafady only if you're a twat as well. Be not a twat my son.
4387,3,0,3,0,1,"@MichelleHarnois 
Dis bitch gots spunk!"
4388,3,1,2,0,1,@Michellelevin_ pussy
4389,3,0,3,0,1,@MichhelleAshley its the truth... We dont love these hoes &#128581;
4390,3,0,3,0,1,@MichhelleAshley up your ass you little twat*
4391,3,0,3,0,1,@MichhelleAshley who is this we..? I dont love hoes
4392,3,0,3,0,1,@MickalaBickham barely a rhyme dumb bitch
4393,3,0,3,0,1,@MickalaBickham bitch
4394,3,0,3,0,1,@Midnight_Snacka @Nick_504_ wigga why the fuck r u in this conversation with yo stalking ass
4395,3,1,2,0,1,@Midnight_Snacka bitch I don't want yo fat ass following me hoe
4396,3,1,2,0,1,@Midnight_Snacka bitch am dumb bitch am smarter than yo fat Peter Griffin looking ass
4397,3,0,3,0,1,"@Midnight_Snacka bitch when r u going to get ur round, I just fucking said this just proving my point"
4398,3,1,2,0,1,"@Midnight_Snacka bitches like u be proving my point, u speak on shit u know nothing about I got a fucking at studio movie grill just stfu"
4399,3,0,3,0,1,@Midnight_Snacka now fuck that stfu shit how a bout u stop being a little bitch and get it round cuz u avoiding question u fucking scarry
4400,3,0,3,0,1,@Midnight_Snacka u calling me a pussy but u not bout shit fuck all this talking let's pop shit off then
4401,3,1,2,0,1,"@Midnight_Snacka wow your fucking lame we all laughing at ya. Hey fat ass u want Twinkie, and what u said made no sense go eat or something"
4402,3,0,3,0,1,@Mids_areForkids lmao im bein foreal fuck all them bitches like that!
4403,3,0,2,1,1,@Mig_uel04 really telling me to call him boo.... Uhhh naw &#128581; you the niggah &amp; that's that &#128540;
4404,3,1,2,0,1,@Mightyy23 i don't FW that nigga he pussy
4405,3,0,3,0,1,@Mightyy23 well I for damn sure ain't putting on no pussy ass romo jersey
4406,6,2,4,0,1,@Mijo_LGI all I heard was I'm a bitch nigga
4407,9,0,9,0,1,@Mijo_LGI you're such a bitch
4408,3,1,2,0,1,@MikeDiggEm my phone was dead fag man
4409,3,0,3,0,1,@MikeTattaglia happy birthday!! I hope the bitches got you something good
4410,3,1,2,0,1,"@MikeTheStatey #Sequester 
Den the fat colored girl chased me down day street while she swingin da table wit one arm... I wants my pay!!!"
4411,3,0,3,0,1,@Mike_Stud so is my pussy
4412,3,0,3,0,1,@Mike_Stud touch my throbbing pussy
4413,3,0,3,0,1,@MikeyDJaro haha 1. I would go for the S 2. Those fag colors are reserved for @JoeyTaormina
4414,3,0,3,0,1,@MileyCyrus Has transformed to a bad bitch. She can get the D
4415,4,0,4,0,1,@MileyCyrus I want to suck your pussy
4416,3,0,3,0,1,@Miley_Highrus @Shylooooeee slap a bitch
4417,3,0,3,0,1,"@MilitaryTimes That's what happens when you have pussies for presidents and generals, you have to fight the same war over and over again."
4418,3,0,3,0,1,@MirDinero ugly bitch cdfu http://t.co/dOkzmu8i0F
4419,3,0,3,0,1,@MissBrionline @LanipopChicago @RealYdotGdot My mfn BIRTHDAY!!! Pink Champaign in dat bitch!!!
4420,3,1,2,0,1,"@MissCleoBB @RachelEReilly @brendonvbb12 it sucks rachels sister is such a snobby bitch n rach is so nice!!!!!cant stand elissa, so snutty"
4421,3,0,3,0,1,@MissJia sup nappy headed hoe you got quiet
4422,3,0,2,1,1,@Miss_Didi23 @LINDNLD @KLSouth shut up you nappy headed hoe
4423,3,0,3,0,1,@Missyy_J happy birthday bitch&#10084;&#65039;&#127881;
4424,3,0,3,0,1,"@MisterDimmadome 
spiked that bitch
damned nailed her down"
4425,3,0,3,0,1,@MistressOfSham that area is a bitch regardless so I can imagine
4426,3,0,3,0,1,@MitchTierney @slings_x_arrows I ain't no lady bitch
4427,3,0,3,0,1,@MizzCreme what that pussy do tho?
4428,3,1,2,0,1,@MmmPrexton lol ive gotten into with retards on here who actually think i am my avi -_-' ive gotten called ugly black bitch. like......
4429,3,0,3,0,1,"@MobileSuitKwamz it is, we be thugging on these bitches too hard now days"
4430,6,0,6,0,1,@MoeEaseYaMind bitches crazy &#128553;&#128514;
4431,3,1,2,0,1,@MoenKiana I am working fag
4432,3,0,3,0,1,@MoenKiana fine walk bitch
4433,3,0,3,0,1,@Molly_m5462 better bitch!:)
4434,3,0,3,0,1,@Montea_Rollin @kayysavage bitch ion talk to 3 &#128514;&#128557; shit ion even talk to 1 can you even name 1 ? Lol
4435,3,0,3,0,1,@Montulos Lakers are trash
4436,3,0,3,0,1,@Morgaanita hahaha awe yea! Got a date with the baddest bitch around! &#128068;&#128299;&#128176;&#128076;&#10084;&#65039;
4437,3,0,3,0,1,@MorganSelae @YoungMoneyKem @Matty_Kem I got tits as big as a hoe so it evens out
4438,3,0,3,0,1,"@MorganSmith_20 @clint_dempsey @TRAEABN bitch you said you don't even like trae , fuckin poser!!"
4439,3,0,3,0,1,"@MorganSmith_20 he's a little bitch in general , fug Seattle"
4440,3,0,3,0,1,"@MorganSmith_20 ohhhhhh , I smell a challenge . USA vs USA next time I see ya bitch ass"
4441,3,0,3,0,1,@MorganSmith_20 peace my negro !
4442,3,0,3,0,1,"@MorganSmith_20 unfortunately you are correct sir , still eat shit and die though ....bitch :)"
4443,3,0,3,0,1,@Morgan_Savannah should have fucked that bitch up
4444,3,0,2,1,1,"@Morning_Joe Wonder how many US citizens have joined ISIS after listening to Joe Scarborough trash this ""black President?"" Good Job Joe!!"
4445,3,0,2,1,1,@Morning_Joe You bitch and complain about how bad our vets are being treated yet you are still willing to send them off to war? Sick idiot!!
4446,6,0,6,0,1,@MosoKnowso @ShaeGreyyy thats a goddamn terrible joke you gbe lookin bitch
4447,7,0,7,0,1,@MotherOfBraylon you already know they go to fed for me ah bitch be ready to walk out the door &#128514;&#128514;&#9996;&#65039;
4448,3,1,2,0,1,"@Mr2damngood4u ....you tink u done made a funny? nigga come #lookatathehood&gt; I got nightclubs, trannies, crackheads, dealers, COME AT ME&gt;"
4449,3,0,3,0,1,@MrCatLoverx text me bitch
4450,3,0,3,0,1,@MrInfernusHD Squad builders gets you bitches
4451,3,0,3,0,1,@MrMason251 Grade A pussy.
4452,3,0,3,0,1,"@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 bitch I'm proud to be black, ur a samba"
4453,3,1,2,0,1,"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 nigga I seen yo ass at da welfare center, punk bitch, ain't worth my time"
4454,3,1,2,0,1,"@MrMooncricket @FuckTheMallcops @JimTalbot1963 @theharris338 work, is something adults do for money, not borrow from money... Broke bitch"
4455,3,0,3,0,1,@MrMooncricket @RacistNegro69 rape? Of course.. The only way you could get pussy. Smh
4456,3,1,2,0,1,@MrMooncricket @RacistNegro69 rich? Haha u broke bitch. No women would ever fuck you. Lol.
4457,3,1,2,0,1,"@MrMooncricket oh hell no! Fuck you Uncle Tom bitch, I remember yo punk broke ass"
4458,3,0,2,1,1,@MrNwachukwu naw them boys trash we started coasting
4459,3,0,3,0,1,@MrPOONsoaker lmao 6&#8242;0 but I&#8217;m hella skinny so bitches don&#8217;t like me
4460,3,0,3,0,1,@MrRedMartian this pic is trash. D!ck is dry af.
4461,4,0,4,0,1,@MrWoofless Don't be a bitch.
4462,3,1,2,0,1,@Mr_Greatness28 I send them hoes because ain't nobody gone play me but geez lmao not when they ask for them
4463,3,0,3,0,1,"@Mr_Lewis_ @brookebrooklyn_ ohh yaa, he wants Brooke to be his pinkie toe so he can bang it on the coffee table. What a twat!! Lol"
4464,3,0,3,0,1,"@Mr__Rude I fucking hate you lmao but thank you, little dick van dyke"
4465,3,0,3,0,1,@Mrste617 Where your white hoes at bro lol
4466,3,0,3,0,1,@Mrste617 wake and bake before school hoe !!!
4467,3,0,3,0,1,@MsKeeKee90s yh I did niggah yh that shyt dope trust me fam ..
4468,3,0,3,0,1,"@MsMyaG yep, them bitches are dumb af....loyal but dumb lol"
4469,3,0,3,0,1,@Ms_Marrie I'm so tipsy... I just tried to relate hoes to mild sauce and make it relevant lol
4470,3,0,3,0,1,@Ms_Marrie i think i need to see said bitch in question
4471,3,0,3,0,1,"@Mua87Becca yeah, what a bitch, eh? life sucks. everyone should have the equal opportunity to lose their shirt in divorce court."
4472,3,0,3,0,1,@MurphMcMahon I swear I thought you were describing a pussy. ...I gotta go to bed.
4473,3,0,2,1,1,@MyButtSweats ay nigguh so when ya coming back
4474,3,0,3,0,1,"@MyKat_Meows I don't know, I'm hoe-less, so I don't know where they congregate"
4475,3,0,3,0,1,@MyKat_Meows bitch
4476,3,0,3,0,1,"@MyKat_Meows some blockhead hoe, she ain't nothing,boo"
4477,3,0,3,0,1,@Myalynn__x3 bitch im sick .
4478,3,0,3,0,1,@Myalynn__x3 freeze bitch &#128514;&#128514;
4479,3,0,3,0,1,@Myalynn__x3 mhm bitch don't play with your life &#128299;
4480,3,0,3,0,1,@Mymangot2JOBS_ lmao yes bitch &#128514;&#128128;&#128128;&#128128;&#128128;&#128128;
4481,3,0,3,0,1,@NCPostGrad bitch please.
4482,3,0,3,0,1,"@NFLBadwitch bitch please. Don't get shot, Doug. @TheJazzyBelle"
4483,3,0,3,0,1,@NICKjSPADA @AveragexBishop @Rcummings8 We were making those brownies at 4 am tired as a bitch. under the circumstances they're pretty good
4484,3,0,3,0,1,@NICKjSPADA @EnxadasFelipe @Lindsey711xoxo ik he felt like a bad bitch. Take it down a notch dex
4485,3,0,2,1,1,"@NOAA #EarthDayNOAA 
Is da colored folk allowed to join? Cuz in my hood folk worried about da watermelon not growin and da chicken too small"
4486,3,0,3,0,1,"@NOTJOHNROSS try being respectful, instead of acting like a fucking retard."
4487,3,1,2,0,1,"@NYRKelsMads 
Dat dawg live betta den most colored folk in my hood"
4488,3,1,2,0,1,"@NYRKelsMads 
Yeah man. He even scare me and I is a nigger"
4489,3,0,3,0,1,"@NYRKelsMads @DArkMEATHOOK 
Dat colored guy be braisin"
4490,3,1,2,0,1,"@NYRKelsMads @pucksk8r 
Ware da colored elite meet to eat"
4491,3,1,2,0,1,@NYRKelsMads Thanks for calling me a fucking fag.
4492,3,0,3,0,1,"@NYRKelsMads That pup was like, this bitch is AWESOME! Can I go home with YOU?"
4493,3,0,3,0,1,"@NY_NastyBaby you a lil bitch man,keep my name out to mouth. That's all ima say. #shhh"
4494,3,1,2,0,1,@NabilAbuAmirah... he is a redneck fuck. This turd cutter is the lyinest of liars and his district is made up of yhe same...
4495,3,0,3,0,1,@NadineLumley You suck it commie bitch @HajiHuntingGrl_
4496,3,0,3,0,1,@Naezus even this piss colored @The_Paradox piece of shit bought a one. Smh I hate you now
4497,3,0,3,0,1,"@NaiEpolag you may not like my stance on cops, but i didn't (and would not) call you a cunt. please stop copying me on these tweets."
4498,3,0,2,1,1,@NaomiDanielson that's like what some trailer trash chick would name their cat /-:
4499,3,0,3,0,1,@NaramY22 nah that shit gets me heated. I have the smartest mouth and know what I'm doing and get called a retard. I'm done playing games
4500,3,0,3,0,1,@NasshRodriguez @linndaroose always down patty never been a pussy &#128572;
4501,3,0,3,0,1,@NataIiaxxx @ladygaga suck on my throbbing pussy
4502,3,0,3,0,1,@NatashaBlah suck it up pussy
4503,3,0,3,0,1,@NatsuKun1 I'm already a hot white bitch and hot Latina get on my level
4504,3,0,3,0,1,@NaughtyBoyMusic bitch me too
4505,3,0,3,0,1,@Nautiwashere these bitches drippin sauce
4506,3,0,3,0,1,@NayNooski @kboavz which one bobby bitch or hot nigga?
4507,3,0,2,1,1,@Neeksbethatguy I'm already out that bitch hahaha
4508,3,0,3,0,1,@Neeksbethatguy I'm signing up and it's ghetto as fuck lmaoo
4509,3,1,2,0,1,@Negroizzle @AnastasiaPacana @IHeinz2012 @R3lentlssTr0ll @M_Overture i trusted you queer cakes! wheres the passion? she made me do it dammit
4510,3,1,2,0,1,@NehmeBazzi @DatBoyRayT that kids a fag
4511,3,0,3,0,1,@NeoDaRegularGuy Oil? who said sumthin bout oil? bitch you cookin?
4512,3,0,3,0,1,@New_Dinero Alright pussy.
4513,3,0,3,0,1,"@NewsCommenter @gatewaypundit Who the Hell needs permission for anything from that fat-assed, ghetto whore?"
4514,3,0,3,0,1,@NexusAltase Fuck her right in the pussy
4515,3,1,2,0,1,"@Nick_504_ @drewbrees nigga I still pull tho, and fuck you bitch u stfu"
4516,3,1,2,0,1,@Nick_504_ bitch who scarry am not backing down from no fuck nigga the fuck you talking bout hoe ass nigga stop dat talking and pull up
4517,3,1,2,0,1,@Nick_504_ fuck what a nigga gonna do I wanna see it and tell that nigga to stop acting like a bitch then
4518,3,1,2,0,1,@Nick_Coffee bitch i hit you with the dm and a nigga aint dm back
4519,3,0,3,0,1,"@NicoleJeanxoxo @A_Mitchellll13 hahahaha ""move bitch get out the wayyyeee"""
4520,3,0,3,0,1,@NicoleJeanxoxo haha pussy lololol
4521,3,0,3,0,1,@NigggaPino a bitch got 8 &amp; I'm trinna change 2 &#128514;&#128557;
4522,4,0,4,0,1,@NikkiGentry843 just wait....karma is a #bitch
4523,3,0,3,0,1,@NikkiNigro22 lucky bitch!&#128545;
4524,3,0,3,0,1,@Nikki_Boo22 bitch you hella late I went yesterday lol
4525,3,0,3,0,1,@Niyas_Destani burnt tho .. Jus like a nicca &#128514;&#128514;
4526,3,0,3,0,1,@NjzFinest_ your such a bitch lol&#128564;&#128564;&#128564;
4527,3,1,2,0,1,@NoBeeetch @Iam_webster faggot
4528,3,1,2,0,1,@NoBeeetch faggot ass fucking snitch
4529,3,0,3,0,1,"@NoInfidel33 now kindly fuck off, like you said you were..twice! you sound like a little bitch...bitching! 
FUCKIN STALKER!"
4530,3,1,2,0,1,@NoShtickZone I called him a pussy and got blocked real quick by him and Bobby Kelly. I cant say I upset about it.
4531,3,0,3,0,1,"@NoiseyMusic no comparison the Beatles are a bunch of cunts, but the band that matters the most is The Faces IMO. Stones second."
4532,3,0,3,0,1,@NorahODonnell dishing Texas trash talking pts with racist @jdickerson maybe if GBush had apologize for all his sins he wouldn't be hiding
4533,3,0,3,0,1,@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar
4534,3,1,2,0,1,@NotEvanLarkin FaceTime me nigger
4535,3,0,2,1,1,"@NotEvanLarkin hope not, I love dat bitch"
4536,3,0,3,0,1,@NotReallyGRyan think its cause she saw me doing biceps &#128527;&#128557;&#128514; lmao jk im still a bitch !&#128077;
